Date,Close/Last,Volume,Open,High,Low
03/24/2022,147.88,511546,145.50,147.92,144.67
03/23/2022,144.73,813998,145.67,147.08,144.70
03/22/2022,146.82,523119,144.27,147.28,144.03
03/21/2022,144.03,832567,144.14,144.91,142.14
03/18/2022,144.58,883593,141.08,144.6917,140.50
03/17/2022,141.65,757936,139.18,141.65,138.65
03/16/2022,139.92,1140832,136.87,140.00,135.1106
03/15/2022,135.02,865674,132.04,135.27,131.31
03/14/2022,130.92,966186,132.93,134.31,130.60
03/11/2022,133.48,592166,137.54,137.62,133.26
03/10/2022,136.28,707793,136.12,136.72,134.38
03/09/2022,137.71,686589,136.55,138.29,135.37
03/08/2022,133.04,1688201,133.37,137.02,131.59
03/07/2022,133.65,1086960,138.59,139.20,133.5367
03/04/2022,138.78,700196,139.80,140.35,137.80
03/03/2022,140.82,800820,143.92,143.92,140.01
03/02/2022,142.84,828379,141.12,143.29,139.96
03/01/2022,140.42,828586,142.20,143.15,139.44
02/28/2022,142.79,770212,140.88,143.34,140.41
02/25/2022,142.24,1045754,140.325,142.30,138.85
02/24/2022,139.97,2256634,131.15,140.27,130.8775
02/23/2022,135.47,1381058,140.41,140.67,135.37
02/22/2022,139.10,987404,139.21,141.47,137.57
02/18/2022,140.51,594042,142.52,142.62,139.51
02/17/2022,142.11,544250,145.11,145.35,141.901
02/16/2022,146.44,674659,145.52,146.85,144.25
02/15/2022,146.44,402166,145.17,146.55,144.72
02/14/2022,142.99,863673,142.50,144.32,141.46
02/11/2022,142.81,934637,147.50,148.06,142.21
02/10/2022,147.52,1175691,147.92,150.719,146.66
02/09/2022,150.80,665735,149.59,150.84,148.94
02/08/2022,147.74,563743,145.64,148.14,145.11
02/07/2022,146.10,583125,147.53,148.43,145.54
02/04/2022,147.15,1146821,145.70,148.63,144.8242
02/03/2022,145.48,1426250,147.38,148.82,144.96
02/02/2022,151.56,962042,152.125,152.19,149.85
02/01/2022,150.34,1068327,149.90,150.59,147.721
01/31/2022,149.31,815209,145.28,149.54,144.60
01/28/2022,144.68,914072,141.11,144.76,139.00
01/27/2022,140.36,956953,143.72,144.405,139.87
01/26/2022,141.81,4649051,145.31,146.67,140.15
01/25/2022,141.82,1627766,142.535,144.35,140.54
01/24/2022,145.25,3966134,142.04,145.56,137.44
01/21/2022,144.64,1898138,147.89,148.93,144.52
01/20/2022,148.81,970869,152.03,153.76,148.54
01/19/2022,150.78,816826,153.08,154.03,150.62
01/18/2022,152.62,917701,153.99,154.68,152.07
01/14/2022,156.28,1128001,154.34,156.41,154.21
01/13/2022,155.47,905382,159.81,160.11,154.92
01/12/2022,159.36,426275,159.78,160.45,158.36
01/11/2022,158.61,598021,156.085,158.72,155.18
01/10/2022,156.42,1057045,154.145,156.52,151.88
01/07/2022,156.27,581989,157.855,158.62,155.50
01/06/2022,157.96,922518,157.225,159.27,156.34
01/05/2022,158.15,971521,162.45,162.80,157.94
01/04/2022,163.07,506709,165.40,165.40,161.74
01/03/2022,165.24,629780,164.11,165.28,163.25
12/31/2021,163.55,356940,164.45,164.87,163.42
12/30/2021,164.51,259255,165.05,165.90,164.39
12/29/2021,165.15,284033,165.29,165.72,164.16
12/28/2021,165.19,478786,166.37,166.38,164.81
12/27/2021,165.90,329769,163.83,165.92,163.74
12/23/2021,163.25,370321,162.17,163.82,162.14
12/22/2021,161.96,436306,159.87,162.08,159.65
12/21/2021,160.00,526167,158.03,160.17,156.44
12/20/2021,156.59,768445,156.19,156.81,155.26
12/17/2021,158.25,526131,157.54,159.93,156.9563
12/16/2021,159.12,620939,163.70,163.82,158.36
12/15/2021,163.12,497888,159.56,163.3462,157.85
12/14/2021,159.67,525164,159.22,160.36,157.78
12/13/2021,161.27,389348,163.67,163.71,161.12
12/10/2021,163.65,562365,163.11,163.74,161.72
12/09/2021,161.96,522379,163.80,164.4963,161.79
12/08/2021,164.30,507005,163.71,164.35,162.92
12/07/2021,163.62,504969,161.63,163.78,161.5913
12/06/2021,158.76,757190,157.60,159.30,155.99
12/03/2021,157.54,1172452,160.92,161.24,155.7899
12/02/2021,160.31,1156177,158.64,161.02,157.99
12/01/2021,159.22,1009730,163.78,164.60,158.97
11/30/2021,161.89,929947,163.88,164.84,161.11
11/29/2021,164.26,457482,162.73,164.69,162.45
11/26/2021,160.80,421481,162.85,163.40,160.27
